seqname	V	D	J	vlen	vdilen	dlen	djilen	jlen
S1342	IGHV3-43D*01	IGHD3-10*01	IGHJ3*01	293	12	20	0	45
S1343	IGHV1-8*01	IGHD3-3*01	IGHJ2*01	293	2	31	1	52
S1344	IGHV3-49*04	IGHD1-1*01	IGHJ6*01	299	7	0	7	63
S1345	IGHV4-34*10	IGHD1-7*01	IGHJ2*01	291	2	12	2	51
S1346	IGHV4-30-4*02	IGHD3/OR15-3a*01	IGHJ2*01	292	6	23	9	46
S1347	IGHV3-43D*01	IGHD5-18*01	IGHJ4*02	294	0	17	3	35
S1348	IGHV3/OR16-8*02	IGHD3-16*02	IGHJ5*01	294	0	25	0	51
S1349	IGHV3/OR16-13*01	IGHD4/OR15-4a*01	IGHJ1*01	294	2	11	3	48
S1350	IGHV7-81*01	IGHD3-16*01	IGHJ4*02	294	7	20	2	47
S1351	IGHV4-30-2*04	IGHD1-1*01	IGHJ4*01	224	0	12	1	43
S1352	IGHV3-23*04	IGHD6-6*01	IGHJ3*02	288	7	5	3	49
S1353	IGHV5-51*04	IGHD6-19*01	IGHJ3*01	294	7	9	7	47
S1354	IGHV3-33*05	IGHD3-16*02	IGHJ1*01	294	8	36	10	49
S1355	IGHV3-64D*06	IGHD5-12*01	IGHJ3*02	294	6	20	4	49
S1356	IGHV2-70D*14	IGHD1-14*01	IGHJ6*03	300	6	13	0	56
S1357	IGHV3/OR16-12*01	IGHD6-13*01	IGHJ1*01	294	0	13	7	50
S1358	IGHV3-38*02	IGHD1/OR15-1a*01	IGHJ1*01	286	0	13	0	50
S1359	IGHV3-48*03	IGHD3-16*02	IGHJ3*01	293	4	29	3	44
S1360	IGHV3-15*06	IGHD1-1*01	IGHJ3*01	298	0	8	3	46
S1361	IGHV3-64D*06	IGHD3-9*01	IGHJ2*01	294	0	27	0	46
S1362	IGHV1-18*01	IGHD2-2*03	IGHJ5*02	293	12	31	6	49
S1363	IGHV2/OR16-5*01	IGHD7-27*01	IGHJ4*03	300	8	10	1	48
S1364	IGHV3-15*01	IGHD3-9*01	IGHJ3*02	297	0	28	1	35
S1365	IGHV3/OR16-8*01	IGHD5-24*01	IGHJ6*01	292	10	12	8	63
S1366	IGHV3-48*02	IGHD4-11*01	IGHJ1*01	293	7	14	7	49
S1367	IGHV3-64*01	IGHD6-19*01	IGHJ1*01	294	5	19	0	52
S1368	IGHV1-3*02	IGHD1-20*01	IGHJ1*01	292	8	9	0	52
S1369	IGHV4/OR15-8*02	IGHD2-2*03	IGHJ1*01	294	1	26	9	37
S1370	IGHV3-25*04	IGHD5-18*01	IGHJ4*03	294	6	15	6	46
S1371	IGHV2-70D*04	IGHD3-9*01	IGHJ5*02	300	3	24	0	49
S1372	IGHV1-58*02	IGHD3-9*01	IGHJ2*01	294	7	15	0	51
S1373	IGHV3/OR16-6*02	IGHD3-10*01	IGHJ6*02	300	13	28	8	53
S1374	IGHV3-7*01	IGHD4/OR15-4a*01	IGHJ6*03	293	11	16	7	57
S1375	IGHV3-13*01	IGHD3/OR15-3a*01	IGHJ5*01	291	4	11	7	51
S1376	IGHV6-1*01	IGHD4-11*01	IGHJ5*02	303	5	12	10	49
S1377	IGHV6-1*01	IGHD4-23*01	IGHJ2*01	298	3	16	0	44
S1378	IGHV1-58*01	IGHD5-12*01	IGHJ1*01	294	0	14	4	46
S1379	IGHV2-70*03	IGHD2/OR15-2a*01	IGHJ5*01	290	3	30	1	49
S1380	IGHV1-8*01	IGHD6-13*01	IGHJ5*01	294	12	5	4	49
S1381	IGHV3/OR16-12*01	IGHD5-24*01	IGHJ1*01	293	3	9	13	46
S1382	IGHV3-15*01	IGHD1-26*01	IGHJ5*02	300	6	14	13	46
S1383	IGHV1-24*01	IGHD6-6*01	IGHJ3*02	294	0	1	2	49
S1384	IGHV1-24*01	IGHD6-25*01	IGHJ5*02	293	7	14	7	46
S1385	IGHV3/OR16-8*01	IGHD2-2*01	IGHJ4*03	294	0	22	7	44
S1386	IGHV1/OR15-9*01	IGHD3/OR15-3a*01	IGHJ5*02	294	13	11	6	46
S1387	IGHV3-35*01	IGHD6-6*01	IGHJ3*01	293	12	8	1	35
S1388	IGHV3-38-3*01	IGHD1-26*01	IGHJ6*03	287	0	9	9	52
S1389	IGHV3-73*01	IGHD4-23*01	IGHJ6*03	300	0	0	10	62
S1390	IGHV1/OR15-1*01	IGHD3-10*01	IGHJ2*01	291	2	26	1	53
S1391	IGHV1/OR21-1*01	IGHD1-7*01	IGHJ3*01	292	5	4	2	49
S1392	IGHV3-43*01	IGHD4/OR15-4a*01	IGHJ6*01	294	3	11	3	59
S1393	IGHV3-9*02	IGHD2-21*02	IGHJ1*01	292	12	22	4	46
S1394	IGHV3-30-3*03	IGHD3/OR15-3a*01	IGHJ2*01	294	2	26	0	51
S1395	IGHV4-59*08	IGHD3-3*02	IGHJ4*03	290	3	23	0	48
S1396	IGHV1/OR21-1*01	IGHD1-1*01	IGHJ1*01	292	0	10	3	44
S1397	IGHV1-45*01	IGHD6-13*01	IGHJ5*01	289	0	10	9	50
S1398	IGHV3-43D*01	IGHD3-22*01	IGHJ1*01	294	3	24	5	47
S1399	IGHV3-53*04	IGHD1-14*01	IGHJ3*02	287	13	12	1	45
S1400	IGHV4-59*03	IGHD7-27*01	IGHJ2*01	287	5	7	5	48
S1401	IGHV3-53*03	IGHD1-1*01	IGHJ3*02	290	0	9	5	45
S1402	IGHV3-43*01	IGHD3-16*02	IGHJ6*03	294	2	31	0	57
S1403	IGHV3-43D*01	IGHD1/OR15-1a*01	IGHJ2*01	294	4	12	4	53
S1404	IGHV3-15*08	IGHD3-22*01	IGHJ6*04	299	3	31	0	55
S1405	IGHV3-25*04	IGHD6-13*01	IGHJ5*02	292	2	11	0	47
S1406	IGHV3-53*02	IGHD1-7*01	IGHJ5*01	291	7	16	6	44
S1407	IGHV1-24*01	IGHD7-27*01	IGHJ3*01	293	2	11	4	42
S1408	IGHV1/OR15-1*03	IGHD5-18*01	IGHJ3*01	293	1	17	6	50
S1409	IGHV3-21*02	IGHD1-26*01	IGHJ1*01	293	4	15	5	50
S1410	IGHV4-28*07	IGHD2-2*01	IGHJ5*02	292	5	26	1	49
S1411	IGHV3-9*03	IGHD3-22*01	IGHJ4*01	293	5	27	6	42
S1412	IGHV1-24*01	IGHD3-16*02	IGHJ5*02	294	3	26	4	46
S1413	IGHV3-43*02	IGHD2/OR15-2a*01	IGHJ3*02	294	0	16	7	44
S1414	IGHV3-33*02	IGHD5/OR15-5a*01	IGHJ3*02	289	0	21	0	48
S1415	IGHV3/OR16-9*01	IGHD5-12*01	IGHJ6*04	289	8	3	0	61
S1416	IGHV3-9*01	IGHD1-1*01	IGHJ2*01	293	12	11	4	53
S1417	IGHV4-4*07	IGHD3-9*01	IGHJ1*01	286	4	28	0	52
S1418	IGHV3-35*01	IGHD4/OR15-4a*01	IGHJ5*01	294	3	12	4	39
S1419	IGHV3/OR16-8*01	IGHD2/OR15-2a*01	IGHJ2*01	294	4	26	1	51
S1420	IGHV3-74*02	IGHD1-20*01	IGHJ4*02	294	4	0	6	39
S1421	IGHV4-31*01	IGHD1-7*01	IGHJ6*03	297	8	0	5	56
S1422	IGHV3-38*03	IGHD4-17*01	IGHJ1*01	287	0	0	3	47
S1423	IGHV1-24*01	IGHD1-26*01	IGHJ4*03	294	13	17	2	44
S1424	IGHV3-43*01	IGHD4-11*01	IGHJ4*03	294	12	15	0	34
S1425	IGHV3-43D*01	IGHD2-8*01	IGHJ6*02	294	10	23	0	51
S1426	IGHV3-53*02	IGHD2-15*01	IGHJ1*01	291	8	13	0	52
S1427	IGHV2-70*10	IGHD4-11*01	IGHJ1*01	300	3	12	3	52
S1428	IGHV1-24*01	IGHD1-20*01	IGHJ2*01	294	3	14	4	46
S1429	IGHV4-30-2*04	IGHD5-24*01	IGHJ2*01	222	9	2	6	53
S1430	IGHV3-30-3*02	IGHD5-18*01	IGHJ6*04	291	5	14	6	63
S1431	IGHV3/OR16-9*01	IGHD6-13*01	IGHJ2*01	289	10	0	7	46
S1432	IGHV3-33*04	IGHD6-19*01	IGHJ2*01	294	0	21	0	49
S1433	IGHV1-45*02	IGHD2/OR15-2a*01	IGHJ4*03	294	23	25	8	38
S1434	IGHV4-59*02	IGHD3-16*01	IGHJ2*01	291	14	21	5	48
S1435	IGHV3-23*03	IGHD2-15*01	IGHJ2*01	293	12	21	0	50
S1436	IGHV1/OR15-9*01	IGHD1-1*01	IGHJ5*01	294	4	7	1	46
S1437	IGHV4-34*10	IGHD3-10*02	IGHJ6*01	291	0	28	0	60
S1438	IGHV3-30*05	IGHD2/OR15-2a*01	IGHJ4*02	289	3	28	13	43
S1439	IGHV1-46*01	IGHD3/OR15-3a*01	IGHJ3*01	294	0	29	0	50
S1440	IGHV4-39*02	IGHD4-11*01	IGHJ2*01	294	17	3	3	53
S1441	IGHV3-64D*06	IGHD4-23*01	IGHJ5*01	293	1	7	10	44
S1442	IGHV4/OR15-8*01	IGHD1-20*01	IGHJ1*01	288	5	16	0	49
S1443	IGHV1/OR21-1*01	IGHD1-20*01	IGHJ1*01	294	3	15	0	52
S1444	IGHV3-49*01	IGHD1-7*01	IGHJ4*03	300	13	9	4	35
S1445	IGHV3-72*01	IGHD1-7*01	IGHJ4*02	300	2	8	4	47
S1446	IGHV1-18*04	IGHD2-8*01	IGHJ4*01	293	9	31	0	46
S1447	IGHV1-3*01	IGHD6-25*01	IGHJ3*02	294	9	10	1	50
S1448	IGHV3-43*02	IGHD2-2*01	IGHJ3*02	294	5	23	5	49
S1449	IGHV2/OR16-5*01	IGHD2-15*01	IGHJ3*02	297	4	21	10	50
S1450	IGHV6-1*02	IGHD7-27*01	IGHJ1*01	301	13	9	2	48
S1451	IGHV3-20*02	IGHD5-24*01	IGHJ4*01	294	2	12	0	41
S1452	IGHV3-16*02	IGHD3-10*01	IGHJ2*01	294	0	28	4	44
S1453	IGHV3-30*18	IGHD1-20*01	IGHJ3*02	294	7	10	4	40
S1454	IGHV3-38*01	IGHD3-3*01	IGHJ6*01	287	1	24	4	57
S1455	IGHV3-43*02	IGHD1-26*01	IGHJ5*02	294	4	0	12	45
S1456	IGHV1-2*01	IGHD5-12*01	IGHJ5*02	294	3	15	0	43
S1457	IGHV3-30*11	IGHD4-17*01	IGHJ5*02	293	0	10	7	51
S1458	IGHV3-21*02	IGHD6-13*01	IGHJ2*01	294	9	21	1	45
S1459	IGHV3-64*01	IGHD3/OR15-3a*01	IGHJ1*01	290	3	22	3	52
S1460	IGHV3/OR16-10*01	IGHD4-17*01	IGHJ4*01	290	5	1	0	41
S1461	IGHV4-38-2*02	IGHD5-18*01	IGHJ5*02	290	7	14	4	49
S1462	IGHV2-70*01	IGHD5-12*01	IGHJ2*01	299	7	7	3	48
S1463	IGHV3-64D*06	IGHD2-21*02	IGHJ3*01	289	3	25	6	44
S1464	IGHV7-81*01	IGHD5-18*01	IGHJ6*03	290	18	14	0	56
S1465	IGHV3-43*01	IGHD4/OR15-4a*01	IGHJ1*01	294	0	3	6	43
S1466	IGHV3-15*08	IGHD3-10*02	IGHJ1*01	300	10	25	8	51
S1467	IGHV3-48*02	IGHD4-17*01	IGHJ5*02	294	2	0	9	38
S1468	IGHV2-70D*04	IGHD5-18*01	IGHJ6*01	299	2	0	6	63
S1469	IGHV3-13*02	IGHD3-22*01	IGHJ4*02	290	5	24	2	40
S1470	IGHV3-30*06	IGHD1/OR15-1a*01	IGHJ3*01	294	5	4	1	48
S1471	IGHV3-23*03	IGHD1/OR15-1a*01	IGHJ1*01	294	0	11	0	50
S1472	IGHV1-8*01	IGHD1-26*01	IGHJ1*01	292	4	15	0	47
S1473	IGHV4-34*13	IGHD2/OR15-2a*01	IGHJ3*01	216	13	9	0	42
S1474	IGHV1-24*01	IGHD6-13*01	IGHJ1*01	293	3	15	1	46
S1475	IGHV3-15*04	IGHD3-16*01	IGHJ4*02	300	14	30	5	48
S1476	IGHV3-25*04	IGHD6-19*01	IGHJ2*01	293	6	8	4	47
S1477	IGHV4-61*08	IGHD3-22*01	IGHJ6*04	297	7	18	1	56
S1478	IGHV3-38*02	IGHD1-20*01	IGHJ5*02	287	17	17	0	43
S1479	IGHV3-74*03	IGHD1-7*01	IGHJ2*01	293	3	15	3	53
S1480	IGHV6-1*01	IGHD1-1*01	IGHJ4*01	303	4	11	23	44
S1481	IGHV3-NL1*01	IGHD3-10*02	IGHJ6*03	293	0	17	2	57
S1482	IGHV5-51*03	IGHD6-13*01	IGHJ2*01	292	9	4	0	44
S1483	IGHV4-38-2*02	IGHD6-13*01	IGHJ3*01	294	3	12	5	47
S1484	IGHV4-28*04	IGHD6-13*01	IGHJ1*01	294	3	17	9	44
S1485	IGHV3-30-3*03	IGHD2-15*01	IGHJ4*02	293	0	22	0	40
S1486	IGHV3-74*03	IGHD5/OR15-5a*01	IGHJ5*01	292	8	6	10	51
S1487	IGHV3-30*16	IGHD2-21*01	IGHJ4*03	292	7	18	1	43
S1488	IGHV1-58*02	IGHD5/OR15-5a*01	IGHJ1*01	294	7	8	9	49
S1489	IGHV1-3*02	IGHD3/OR15-3a*01	IGHJ6*04	294	6	25	8	58
S1490	IGHV4-28*07	IGHD3-16*01	IGHJ3*01	294	13	37	1	43
S1491	IGHV6-1*02	IGHD1-20*01	IGHJ3*01	303	6	17	0	35
S1492	IGHV3-21*04	IGHD5-24*01	IGHJ4*02	292	8	5	8	42
S1493	IGHV4-28*02	IGHD3/OR15-3a*01	IGHJ1*01	289	0	31	0	50
S1494	IGHV5-10-1*03	IGHD5-12*01	IGHJ2*01	293	7	11	0	47
S1495	IGHV4-28*05	IGHD5-18*01	IGHJ5*02	293	4	20	0	47
S1496	IGHV3-23*02	IGHD5-24*01	IGHJ1*01	289	0	10	7	49
S1497	IGHV4-38-2*01	IGHD6-25*01	IGHJ2*01	292	9	13	18	53
S1498	IGHV3-64*05	IGHD7-27*01	IGHJ1*01	293	8	6	0	45
S1499	IGHV1-24*01	IGHD4-23*01	IGHJ3*01	294	3	13	4	50
S1500	IGHV3-11*04	IGHD3/OR15-3a*01	IGHJ3*02	293	6	23	0	45
S1501	IGHV3-38-3*01	IGHD4-17*01	IGHJ2*01	288	13	14	8	53
S1502	IGHV3/OR16-9*01	IGHD2-2*01	IGHJ6*04	294	3	13	0	63
S1503	IGHV3/OR16-8*02	IGHD1-20*01	IGHJ1*01	293	2	16	8	48
S1504	IGHV3-NL1*01	IGHD2-15*01	IGHJ2*01	294	0	4	0	51
S1505	IGHV3-33*04	IGHD3-22*01	IGHJ4*03	294	8	30	0	41
S1506	IGHV3/OR16-8*02	IGHD1-7*01	IGHJ1*01	294	0	9	3	52
S1507	IGHV1-69D*01	IGHD6-19*01	IGHJ1*01	293	13	15	8	50
S1508	IGHV3-35*01	IGHD4-23*01	IGHJ5*02	294	9	8	2	45
S1509	IGHV1-58*02	IGHD3-22*01	IGHJ5*01	293	0	20	0	45
S1510	IGHV3-49*04	IGHD2-15*01	IGHJ4*02	300	4	31	0	38
S1511	IGHV1-18*03	IGHD1/OR15-1a*01	IGHJ3*01	294	9	8	0	41
S1512	IGHV1-18*04	IGHD1-20*01	IGHJ6*01	294	2	13	3	61
S1513	IGHV3-64*04	IGHD3-22*01	IGHJ3*01	293	9	27	1	40
S1514	IGHV3-74*01	IGHD6-19*01	IGHJ5*02	294	3	12	5	47
S1515	IGHV1-69D*01	IGHD6-6*01	IGHJ1*01	293	6	8	0	51
S1516	IGHV3-35*01	IGHD1/OR15-1a*01	IGHJ1*01	293	7	6	7	51
S1517	IGHV2/OR16-5*01	IGHD3-22*01	IGHJ3*02	300	4	28	2	45
S1518	IGHV2-70D*04	IGHD6-6*01	IGHJ6*03	300	5	7	3	54
S1519	IGHV3-74*01	IGHD3-10*02	IGHJ1*01	292	2	18	0	52
S1520	IGHV4-30-4*01	IGHD2-8*02	IGHJ2*01	294	4	29	1	48
S1521	IGHV3-35*01	IGHD3-16*02	IGHJ1*01	293	0	35	2	52
S1522	IGHV4-4*02	IGHD2/OR15-2a*01	IGHJ3*01	292	3	28	0	50
S1523	IGHV3/OR15-7*01	IGHD6-25*01	IGHJ3*01	298	4	18	1	46
S1524	IGHV4-34*02	IGHD4/OR15-4a*01	IGHJ1*01	291	8	18	0	50
S1525	IGHV1/OR15-1*02	IGHD3-9*01	IGHJ4*01	294	0	29	2	39
S1526	IGHV4-28*07	IGHD1-26*01	IGHJ4*02	294	2	13	1	48
S1527	IGHV4-34*10	IGHD1-26*01	IGHJ2*01	291	4	14	4	36
S1528	IGHV1/OR15-1*01	IGHD1-20*01	IGHJ2*01	294	4	12	0	48
S1529	IGHV3-20*02	IGHD6-25*01	IGHJ5*02	293	0	6	0	44
S1530	IGHV3-30*05	IGHD6-19*01	IGHJ2*01	294	6	7	8	52
S1531	IGHV3-NL1*01	IGHD3-10*02	IGHJ6*03	292	15	20	0	57
S1532	IGHV1/OR15-1*03	IGHD1-1*01	IGHJ5*01	293	5	17	8	38
S1533	IGHV4-34*01	IGHD1-26*01	IGHJ5*01	290	0	16	3	46
S1534	IGHV3-11*06	IGHD4-11*01	IGHJ5*02	288	1	10	1	46
S1535	IGHV3/OR16-9*01	IGHD3-22*01	IGHJ4*01	294	0	26	10	37
S1536	IGHV3-15*05	IGHD3/OR15-3a*01	IGHJ4*01	300	5	22	5	44
S1537	IGHV3-74*01	IGHD5-18*01	IGHJ4*02	291	13	20	11	41
S1538	IGHV5-51*04	IGHD5-18*01	IGHJ4*02	294	7	12	0	48
S1539	IGHV1-18*01	IGHD6-13*01	IGHJ2*01	293	0	12	1	49
S1540	IGHV3/OR16-10*01	IGHD4-17*01	IGHJ1*01	290	17	16	5	51
S1541	IGHV3-25*04	IGHD1-7*01	IGHJ1*01	294	6	6	2	50
S1542	IGHV1/OR21-1*01	IGHD6-25*01	IGHJ6*03	294	0	7	0	44
S1543	IGHV1/OR15-1*04	IGHD5-12*01	IGHJ1*01	293	0	7	3	40
S1544	IGHV3-64*02	IGHD4/OR15-4a*01	IGHJ4*02	294	5	9	1	43
S1545	IGHV1-69D*01	IGHD2-15*01	IGHJ3*01	293	1	19	0	48
S1546	IGHV4-38-2*01	IGHD1-14*01	IGHJ2*01	294	4	9	12	48
S1547	IGHV1-69*14	IGHD3-3*02	IGHJ4*03	294	5	23	5	34
S1548	IGHV3-49*05	IGHD2/OR15-2a*01	IGHJ5*02	300	7	25	2	45
S1549	IGHV3/OR16-13*01	IGHD6-13*01	IGHJ6*04	293	3	14	0	63
S1550	IGHV3-38*02	IGHD1-14*01	IGHJ2*01	288	0	6	3	49
S1551	IGHV3-74*01	IGHD2/OR15-2a*01	IGHJ4*01	294	0	23	6	44
S1552	IGHV6-1*02	IGHD1-26*01	IGHJ5*02	302	12	9	0	47
S1553	IGHV3-25*04	IGHD1-1*01	IGHJ2*01	294	5	12	0	53
S1554	IGHV1-69D*01	IGHD1-26*01	IGHJ1*01	289	0	5	8	50
S1555	IGHV2-70D*14	IGHD2-21*02	IGHJ1*01	300	0	24	0	49
S1556	IGHV3-25*04	IGHD1-1*01	IGHJ5*02	293	0	15	4	49
S1557	IGHV3-7*02	IGHD3-3*02	IGHJ5*02	289	0	31	6	50
S1558	IGHV3-16*02	IGHD3-3*01	IGHJ6*02	294	1	17	9	51
S1559	IGHV4-28*05	IGHD5/OR15-5a*01	IGHJ5*01	294	0	7	4	50
S1560	IGHV1-18*03	IGHD2/OR15-2a*01	IGHJ6*04	293	11	25	1	58
S1561	IGHV4-39*05	IGHD1/OR15-1a*01	IGHJ1*01	294	6	15	0	40
S1562	IGHV3-64*01	IGHD1-1*01	IGHJ5*02	292	4	14	3	51
S1563	IGHV3-33*06	IGHD6-6*01	IGHJ5*01	294	12	18	0	46
S1564	IGHV1-69*10	IGHD2-21*02	IGHJ6*04	294	0	14	3	50
S1565	IGHV3/OR16-8*01	IGHD1-1*01	IGHJ6*02	293	0	8	6	56
S1566	IGHV4/OR15-8*02	IGHD4-23*01	IGHJ5*01	289	19	13	8	38
S1567	IGHV3-20*01	IGHD6-13*01	IGHJ2*01	292	15	2	4	51
S1568	IGHV3-38*03	IGHD5-18*01	IGHJ4*01	286	14	18	0	43
S1569	IGHV3-43D*01	IGHD1-20*01	IGHJ4*03	293	7	7	2	40
S1570	IGHV3-20*01	IGHD3-22*01	IGHJ1*01	288	7	28	0	44
S1571	IGHV3-43*02	IGHD1/OR15-1a*01	IGHJ6*01	294	13	13	0	62
S1572	IGHV3/OR16-9*01	IGHD3-22*01	IGHJ4*02	293	7	28	6	48
S1573	IGHV1-8*02	IGHD1-14*01	IGHJ2*01	294	0	15	3	49
S1574	IGHV4-34*09	IGHD3-9*01	IGHJ3*01	286	7	21	9	47
S1575	IGHV1-8*01	IGHD4/OR15-4a*01	IGHJ4*01	294	13	13	0	44
S1576	IGHV3-43D*01	IGHD5-24*01	IGHJ4*02	293	6	13	10	45
S1577	IGHV3-7*03	IGHD1-7*01	IGHJ5*02	294	6	9	1	51
S1578	IGHV3-25*04	IGHD5-18*01	IGHJ5*01	294	11	4	1	48
S1579	IGHV3-23*02	IGHD2-2*03	IGHJ4*03	294	0	23	7	43
S1580	IGHV3-20*01	IGHD2-15*01	IGHJ2*01	294	4	31	8	45
S1581	IGHV3/OR15-7*02	IGHD1-26*01	IGHJ5*02	299	5	5	9	46
S1582	IGHV3/OR16-12*01	IGHD5-12*01	IGHJ1*01	294	6	20	2	51
S1583	IGHV2-26*01	IGHD5-18*01	IGHJ3*01	300	12	17	7	49
S1584	IGHV1/OR21-1*01	IGHD6-6*01	IGHJ5*01	289	6	4	7	49
S1585	IGHV1-69*02	IGHD5/OR15-5a*01	IGHJ3*02	294	12	22	0	48
S1586	IGHV3/OR16-6*02	IGHD3/OR15-3a*01	IGHJ1*01	298	5	21	3	52
S1587	IGHV3-48*02	IGHD6-6*01	IGHJ5*01	293	12	15	6	50
S1588	IGHV3-49*02	IGHD4-11*01	IGHJ6*02	299	0	10	3	60
S1589	IGHV1/OR15-1*02	IGHD5/OR15-5a*01	IGHJ6*03	293	0	8	6	59
S1590	IGHV1/OR15-9*01	IGHD4/OR15-4a*01	IGHJ4*01	293	9	17	1	41
S1591	IGHV1/OR15-9*01	IGHD4-17*01	IGHJ1*01	293	0	16	4	51
S1592	IGHV3-53*01	IGHD6-19*01	IGHJ4*03	290	0	14	3	36
S1593	IGHV1-24*01	IGHD3-3*02	IGHJ4*02	294	0	16	3	42
S1594	IGHV2-26*01	IGHD1-1*01	IGHJ1*01	300	9	9	0	40
S1595	IGHV3-43D*01	IGHD4-23*01	IGHJ6*04	294	7	6	0	48
S1596	IGHV3-43D*01	IGHD2-2*03	IGHJ4*01	293	10	26	2	45
S1597	IGHV3-53*04	IGHD3-3*01	IGHJ6*02	290	6	19	0	54
S1598	IGHV3-16*02	IGHD3-9*01	IGHJ6*01	293	7	27	0	58
S1599	IGHV3/OR16-12*01	IGHD5-12*01	IGHJ6*02	293	7	20	2	62
S1600	IGHV3-16*02	IGHD2/OR15-2a*01	IGHJ4*02	291	10	31	1	46
S1601	IGHV5-10-1*03	IGHD1-20*01	IGHJ6*01	294	3	17	7	55
S1602	IGHV3-9*03	IGHD2-15*01	IGHJ2*01	294	8	21	8	51
S1603	IGHV3-64*05	IGHD4/OR15-4a*01	IGHJ3*02	294	0	8	2	45
S1604	IGHV3/OR16-9*01	IGHD3-10*01	IGHJ3*01	293	8	24	0	45
S1605	IGHV2-5*02	IGHD4/OR15-4a*01	IGHJ1*01	298	12	8	6	52
S1606	IGHV2-5*08	IGHD6-19*01	IGHJ1*01	299	1	19	4	47
S1607	IGHV3/OR16-12*01	IGHD1-7*01	IGHJ1*01	293	1	8	4	49
S1608	IGHV3-53*04	IGHD2-2*01	IGHJ2*01	290	6	21	12	41
S1609	IGHV3-7*02	IGHD5/OR15-5a*01	IGHJ2*01	294	11	4	1	51
S1610	IGHV3-48*01	IGHD6-19*01	IGHJ2*01	293	0	3	2	48
S1611	IGHV3/OR16-6*02	IGHD5-12*01	IGHJ1*01	297	5	9	1	46
S1612	IGHV3-38*02	IGHD1-1*01	IGHJ5*02	288	13	15	1	38
S1613	IGHV4-30-2*04	IGHD5-12*01	IGHJ4*03	224	5	19	0	44
S1614	IGHV3-NL1*01	IGHD3-3*01	IGHJ2*01	294	9	21	4	48
S1615	IGHV4-31*01	IGHD1-1*01	IGHJ3*02	297	0	17	0	47
S1616	IGHV3-49*04	IGHD1/OR15-1a*01	IGHJ6*04	300	7	12	3	63
S1617	IGHV1-69*09	IGHD7-27*01	IGHJ6*01	294	21	5	8	63
S1618	IGHV1-24*01	IGHD3-22*01	IGHJ6*02	294	7	27	1	58
S1619	IGHV3-49*02	IGHD4-11*01	IGHJ3*01	297	7	11	9	49
S1620	IGHV3/OR15-7*01	IGHD1-26*01	IGHJ1*01	300	0	20	1	52
S1621	IGHV3/OR16-13*01	IGHD3-10*01	IGHJ4*03	294	3	22	14	40
S1622	IGHV4/OR15-8*01	IGHD2-15*01	IGHJ2*01	294	5	30	6	53
S1623	IGHV3-74*02	IGHD6-19*01	IGHJ4*01	293	8	17	2	44
S1624	IGHV3-35*01	IGHD1-26*01	IGHJ4*03	294	8	16	15	43
S1625	IGHV4-34*13	IGHD3/OR15-3a*01	IGHJ2*01	219	15	23	6	50
S1626	IGHV3-43*02	IGHD4-11*01	IGHJ6*03	293	10	7	1	61
S1627	IGHV1-18*04	IGHD2/OR15-2a*01	IGHJ3*01	294	1	25	6	50
S1628	IGHV1-46*03	IGHD6-13*01	IGHJ4*03	294	7	15	3	42
S1629	IGHV5-10-1*03	IGHD4/OR15-4a*01	IGHJ1*01	293	6	14	8	52
S1630	IGHV3/OR16-13*01	IGHD6-6*01	IGHJ2*01	292	7	8	1	53
S1631	IGHV3-35*01	IGHD1-7*01	IGHJ6*04	294	5	5	0	60
S1632	IGHV7-4-1*01	IGHD1-26*01	IGHJ4*03	294	0	11	4	43
S1633	IGHV3/OR16-12*01	IGHD3/OR15-3a*01	IGHJ3*02	294	3	18	0	40
S1634	IGHV1/OR15-1*02	IGHD7-27*01	IGHJ1*01	294	2	0	0	44
S1635	IGHV3-72*01	IGHD3-3*02	IGHJ1*01	300	5	20	3	45
S1636	IGHV1-18*03	IGHD4/OR15-4a*01	IGHJ2*01	294	9	18	4	48
S1637	IGHV3-35*01	IGHD5/OR15-5a*01	IGHJ1*01	294	0	18	12	52
S1638	IGHV4/OR15-8*01	IGHD2/OR15-2a*01	IGHJ4*02	294	0	29	6	41
S1639	IGHV2-70*09	IGHD1-1*01	IGHJ6*04	297	5	5	18	63
S1640	IGHV3-21*03	IGHD6-13*01	IGHJ5*02	291	8	13	6	49
S1641	IGHV3-43*02	IGHD1-20*01	IGHJ6*01	292	0	2	10	63
S1642	IGHV3-66*02	IGHD1/OR15-1a*01	IGHJ6*03	290	13	16	0	44
S1643	IGHV3-53*02	IGHD2-2*03	IGHJ2*01	291	3	14	0	53
S1644	IGHV4-38-2*02	IGHD3-9*01	IGHJ6*04	293	5	29	7	63
S1645	IGHV2-5*05	IGHD4-17*01	IGHJ3*02	295	0	16	9	44
S1646	IGHV3-15*03	IGHD3/OR15-3a*01	IGHJ3*01	300	5	5	8	43
S1647	IGHV3-30*17	IGHD5/OR15-5a*01	IGHJ2*01	290	0	11	1	53
S1648	IGHV3-15*03	IGHD2-8*01	IGHJ1*01	300	6	26	0	44
S1649	IGHV3/OR16-8*02	IGHD5-12*01	IGHJ6*02	288	3	0	0	57
S1650	IGHV1-8*01	IGHD3-10*01	IGHJ5*01	293	1	26	4	46
S1651	IGHV3/OR16-10*03	IGHD2-15*01	IGHJ2*01	290	7	27	0	52
